task_id,video_id,frame_index,label_frame,time_seconds,action_label,pose_detected,bbox_detected,people_detected,boxes_detected,detection_index,person_index,box_index,frame_width_px,frame_height_px,bbox_confidence,bbox_class_id,bbox_x1_px,bbox_y1_px,bbox_x2_px,bbox_y2_px,nose_x_px,nose_y_px,nose_confidence,left_eye_x_px,left_eye_y_px,left_eye_confidence,right_eye_x_px,right_eye_y_px,right_eye_confidence,left_ear_x_px,left_ear_y_px,left_ear_confidence,right_ear_x_px,right_ear_y_px,right_ear_confidence,left_shoulder_x_px,left_shoulder_y_px,left_shoulder_confidence,right_shoulder_x_px,right_shoulder_y_px,right_shoulder_confidence,left_elbow_x_px,left_elbow_y_px,left_elbow_confidence,right_elbow_x_px,right_elbow_y_px,right_elbow_confidence,left_wrist_x_px,left_wrist_y_px,left_wrist_confidence,right_wrist_x_px,right_wrist_y_px,right_wrist_confidence,left_hip_x_px,left_hip_y_px,left_hip_confidence,right_hip_x_px,right_hip_y_px,right_hip_confidence,left_knee_x_px,left_knee_y_px,left_knee_confidence,right_knee_x_px,right_knee_y_px,right_knee_confidence,left_ankle_x_px,left_ankle_y_px,left_ankle_confidence,right_ankle_x_px,right_ankle_y_px,right_ankle_confidence
19,webcam-0__tcn__20260807-122429_raw_30fps,0,1,0.0,background,1,1,1,1,0,0,0,640,480,0.94184809923172,0,2.553375244140625,81.1392822265625,562.005615234375,479.03192138671875,333.91461181640625,252.19512939453125,0.9986683130264282,368.80615234375,217.95677185058594,0.9968608617782593,296.4646301269531,215.5637664794922,0.9973646998405457,409.5574645996094,222.94436645507812,0.9039765000343323,245.81768798828125,218.92413330078125,0.9704253673553467,465.4222412109375,377.3554382324219,0.9888468980789185,154.80398559570312,376.9174499511719,0.9967267513275146,502.94952392578125,480.0,0.020579911768436432,23.843231201171875,475.9423828125,0.047918494790792465,459.334716796875,464.8420715332031,0.004585530608892441,85.814453125,444.310302734375,0.00626080296933651,386.2773742675781,480.0,0.00013153516920283437,202.03482055664062,480.0,0.00012022277223877609,376.78631591796875,471.38592529296875,0.0003531815600581467,192.07876586914062,474.2862548828125,0.0002221880858996883,336.3642578125,472.9151611328125,0.0005980907590128481,210.2444305419922,460.4571533203125,0.00027244226657785475
19,webcam-0__tcn__20260807-122429_raw_30fps,1,2,0.03333333333333333,background,1,1,1,1,0,0,0,640,480,0.9428034424781799,0,1.881988525390625,80.09832763671875,559.1763916015625,478.9927062988281,333.71649169921875,251.4139404296875,0.9987427592277527,369.2680358886719,213.19342041015625,0.9968699812889099,295.2317199707031,212.15792846679688,0.9975186586380005,408.008544921875,222.42352294921875,0.9151942133903503,244.54013061523438,220.97479248046875,0.980560839176178,466.51983642578125,379.7679443359375,0.9886941313743591,156.78237915039062,374.8913879394531,0.9957063794136047,505.52630615234375,480.0,0.015431069768965244,25.79034423828125,476.5970458984375,0.034874215722084045,462.5926513671875,465.26123046875,0.0049946121871471405,97.105712890625,444.7965087890625,0.006140224635601044,385.8579406738281,480.0,0.0001461382198613137,199.91136169433594,480.0,0.00013609121378976852,374.40899658203125,472.21319580078125,0.00035131050390191376,193.01820373535156,473.3551940917969,0.0002629959781188518,335.1841735839844,472.5000915527344,0.0005758090992458165,209.56640625,459.61187744140625,0.00030869690817780793
19,webcam-0__tcn__20260807-122429_raw_30fps,2,3,0.06666666666666667,background,1,1,1,1,0,0,0,640,480,0.9424206614494324,0,1.820526123046875,80.3619384765625,560.2001953125,478.9693603515625,333.6484375,251.16500854492188,0.9988565444946289,369.277587890625,213.1924285888672,0.997048556804657,295.4620056152344,211.97308349609375,0.9974924325942993,407.8367004394531,222.90036010742188,0.9095005393028259,245.06829833984375,221.04440307617188,0.9782356023788452,465.93341064453125,378.8877868652344,0.9892802834510803,158.00628662109375,375.2777404785156,0.9957320094108582,505.79339599609375,480.0,0.015723703429102898,24.4600830078125,476.86590576171875,0.03429018706083298,462.94219970703125,464.80047607421875,0.005094940308481455,100.5711669921875,445.203857421875,0.006411146372556686,386.83062744140625,480.0,0.00014685203495901078,201.24209594726562,480.0,0.0001316118286922574,374.68316650390625,472.2269287109375,0.0003726629074662924,193.68585205078125,473.658203125,0.0002635449345689267,336.21197509765625,472.84271240234375,0.0005961160059086978,210.9696044921875,459.97235107421875,0.00030201536719687283
19,webcam-0__tcn__20260807-122429_raw_30fps,3,4,0.1,background,1,1,1,1,0,0,0,640,480,0.942140519618988,0,1.3662109375,80.59194946289062,561.0020141601562,478.9918518066406,333.7233581542969,251.1000213623047,0.9988712668418884,370.02801513671875,213.34771728515625,0.9969826340675354,295.6697998046875,211.78289794921875,0.9976300001144409,408.9162902832031,223.45785522460938,0.9102571606636047,245.1234588623047,220.6820831298828,0.9795928001403809,466.222412109375,379.77972412109375,0.988616406917572,157.71226501464844,375.9399719238281,0.9959957599639893,505.1158447265625,480.0,0.014859508723020554,23.33026123046875,476.4737854003906,0.03498350456357002,461.26397705078125,464.9176330566406,0.005143438000231981,97.85978698730469,443.8257141113281,0.006259304936975241,386.61285400390625,480.0,0.00014111473865341395,200.69833374023438,480.0,0.00012855080422013998,372.6569519042969,472.42724609375,0.0003804359585046768,191.85302734375,474.38909912109375,0.0002597187412902713,334.3602600097656,472.7901611328125,0.0006064189365133643,209.62338256835938,459.8202819824219,0.00029180708224885166
19,webcam-0__tcn__20260807-122429_raw_30fps,4,5,0.13333333333333333,background,1,1,1,1,0,0,0,640,480,0.940467894077301,0,1.42852783203125,80.9718017578125,562.3887329101562,478.9783935546875,335.94091796875,251.8611297607422,0.9987404942512512,371.58074951171875,213.90548706054688,0.9967560172080994,297.7653503417969,211.715087890625,0.9979283809661865,409.3995361328125,223.49551391601562,0.8943928480148315,245.79237365722656,219.69241333007812,0.9860103130340576,466.577392578125,379.8845520019531,0.9879618287086487,158.36404418945312,375.8865661621094,0.9963950514793396,506.01873779296875,480.0,0.01511342916637659,23.93084716796875,476.07073974609375,0.04181203991174698,459.7593994140625,464.2356872558594,0.005060461349785328,94.82418823242188,444.1956481933594,0.005822603590786457,387.0236511230469,480.0,0.00014917607768438756,201.25177001953125,480.0,0.0001473529264330864,373.1375732421875,471.42962646484375,0.0004056555626448244,191.68002319335938,474.59881591796875,0.0002996611874550581,334.7341003417969,472.75048828125,0.0005971820210106671,209.65875244140625,459.42431640625,0.00031118554761633277
19,webcam-0__tcn__20260807-122429_raw_30fps,5,6,0.16666666666666666,background,1,1,1,1,0,0,0,640,480,0.939605176448822,0,1.665313720703125,81.1900634765625,563.24951171875,478.99237060546875,336.3558349609375,251.75941467285156,0.9987444877624512,371.7956237792969,213.7882080078125,0.9966894388198853,298.2659912109375,211.67623901367188,0.9979968667030334,409.1757507324219,223.43112182617188,0.8861783146858215,246.252197265625,219.77593994140625,0.9867522716522217,465.73095703125,379.3918151855469,0.9883728623390198,158.9961395263672,375.1597595214844,0.9963849782943726,505.8587341308594,480.0,0.016689375042915344,24.296142578125,475.16900634765625,0.04395643249154091,459.58795166015625,464.71307373046875,0.005395845975726843,95.38984680175781,443.1198425292969,0.006138900760561228,387.19183349609375,480.0,0.00014663219917565584,202.11822509765625,480.0,0.00014362040383275598,373.6861267089844,471.61358642578125,0.00041566352592781186,192.57769775390625,474.3890380859375,0.00030922063160687685,334.74481201171875,472.83447265625,0.0006001884466968477,210.30386352539062,459.4954833984375,0.0003154952428303659
19,webcam-0__tcn__20260807-122429_raw_30fps,6,7,0.2,background,1,1,1,1,0,0,0,640,480,0.9388025403022766,0,1.70538330078125,80.94158935546875,565.0630493164062,479.0194396972656,336.58477783203125,251.9002227783203,0.9987002611160278,372.053466796875,213.55072021484375,0.9965403079986572,298.6363525390625,211.4737548828125,0.9978261590003967,409.68487548828125,222.20849609375,0.8827398419380188,246.8247833251953,218.55947875976562,0.9852279424667358,466.04931640625,378.8326110839844,0.9881182312965393,159.70257568359375,374.5960388183594,0.9963441491127014,506.7471923828125,480.0,0.014838081784546375,24.458282470703125,475.0049743652344,0.04343686252832413,460.98577880859375,463.662109375,0.005588276777416468,101.46572875976562,444.5509033203125,0.006551605183631182,387.266845703125,480.0,0.00014047729200683534,202.13812255859375,480.0,0.0001370802492601797,374.61871337890625,471.193603515625,0.0004102712555322796,193.4469451904297,473.3594970703125,0.00029559049289673567,335.21929931640625,472.9042663574219,0.0006226330879144371,211.16256713867188,459.67584228515625,0.0003067737561650574
19,webcam-0__tcn__20260807-122429_raw_30fps,7,8,0.23333333333333334,background,1,1,1,1,0,0,0,640,480,0.938037097454071,0,1.53118896484375,81.57965087890625,567.0104370117188,479.0097351074219,337.0536804199219,251.83511352539062,0.9987175464630127,372.5417175292969,213.90194702148438,0.9964978098869324,299.3963623046875,211.63314819335938,0.9978786706924438,409.48712158203125,223.0614013671875,0.8774399757385254,247.42739868164062,218.9936065673828,0.9865793585777283,465.6654052734375,379.4609069824219,0.9881572127342224,158.75741577148438,376.95233154296875,0.9959600567817688,507.3759765625,480.0,0.01569058746099472,24.634918212890625,475.20562744140625,0.03774149343371391,463.05938720703125,463.57464599609375,0.005597253330051899,99.49102783203125,445.07012939453125,0.0064088329672813416,386.580078125,480.0,0.00014805783575866371,201.33392333984375,480.0,0.00013936724280938506,373.43359375,471.30218505859375,0.0004078757483512163,193.1526641845703,473.86712646484375,0.00029781388002447784,335.0511779785156,472.4139404296875,0.0006268785218708217,210.63729858398438,459.8981628417969,0.0003276986244600266
19,webcam-0__tcn__20260807-122429_raw_30fps,8,9,0.26666666666666666,background,1,1,1,1,0,0,0,640,480,0.9391562938690186,0,1.351043701171875,82.19232177734375,564.5772094726562,478.9732971191406,337.578857421875,252.3626708984375,0.9986528158187866,372.72381591796875,214.1705322265625,0.9963313937187195,299.6278381347656,211.9627685546875,0.9977691173553467,409.99896240234375,223.10617065429688,0.8719713687896729,247.6595458984375,219.29981994628906,0.9856833815574646,465.5031433105469,379.2935485839844,0.9880344271659851,160.14236450195312,376.0375061035156,0.9962961077690125,506.9873352050781,480.0,0.014597639441490173,23.063232421875,474.5691223144531,0.03971502184867859,461.12225341796875,463.3694152832031,0.005503268912434578,100.1270751953125,444.30035400390625,0.006311011500656605,387.2118225097656,480.0,0.00013281060091685504,202.60317993164062,480.0,0.00012785507715307176,373.14794921875,471.1270751953125,0.00040375321987085044,193.04837036132812,473.50323486328125,0.00028602717793546617,333.87274169921875,472.71966552734375,0.0006285047857090831,210.45416259765625,459.5740051269531,0.0003074380801990628
19,webcam-0__tcn__20260807-122429_raw_30fps,9,10,0.3,background,1,1,1,1,0,0,0,640,480,0.9406471848487854,0,0.886138916015625,82.66259765625,564.1616821289062,478.9600830078125,338.90411376953125,250.31134033203125,0.9985936284065247,374.4398498535156,210.41709899902344,0.9959521293640137,300.7139587402344,207.83673095703125,0.9975111484527588,411.63897705078125,222.14877319335938,0.8655034899711609,249.53587341308594,217.5335693359375,0.9849497079849243,466.46728515625,378.79937744140625,0.987847089767456,159.67083740234375,375.5376281738281,0.9959226846694946,506.23974609375,480.0,0.015184286050498486,22.990570068359375,474.8313293457031,0.03317922353744507,459.20550537109375,463.99456787109375,0.005204042885452509,99.84169006347656,444.87628173828125,0.005882177967578173,387.01055908203125,480.0,0.00013120270159561187,200.677734375,480.0,0.00011524109868332744,373.7222900390625,470.8155517578125,0.00041902007069438696,194.1144561767578,472.6089172363281,0.0002748988044913858,333.23089599609375,472.0080871582031,0.00061756931245327,211.24017333984375,459.519287109375,0.00029071769677102566
