task_id,video_id,frame_index,label_frame,time_seconds,action_label,pose_detected,bbox_detected,people_detected,boxes_detected,detection_index,person_index,box_index,frame_width_px,frame_height_px,bbox_confidence,bbox_class_id,bbox_x1_px,bbox_y1_px,bbox_x2_px,bbox_y2_px,nose_x_px,nose_y_px,nose_confidence,left_eye_x_px,left_eye_y_px,left_eye_confidence,right_eye_x_px,right_eye_y_px,right_eye_confidence,left_ear_x_px,left_ear_y_px,left_ear_confidence,right_ear_x_px,right_ear_y_px,right_ear_confidence,left_shoulder_x_px,left_shoulder_y_px,left_shoulder_confidence,right_shoulder_x_px,right_shoulder_y_px,right_shoulder_confidence,left_elbow_x_px,left_elbow_y_px,left_elbow_confidence,right_elbow_x_px,right_elbow_y_px,right_elbow_confidence,left_wrist_x_px,left_wrist_y_px,left_wrist_confidence,right_wrist_x_px,right_wrist_y_px,right_wrist_confidence,left_hip_x_px,left_hip_y_px,left_hip_confidence,right_hip_x_px,right_hip_y_px,right_hip_confidence,left_knee_x_px,left_knee_y_px,left_knee_confidence,right_knee_x_px,right_knee_y_px,right_knee_confidence,left_ankle_x_px,left_ankle_y_px,left_ankle_confidence,right_ankle_x_px,right_ankle_y_px,right_ankle_confidence
1,20260728_095912_30fps,0,1,0.0,background,1,1,1,1,0,0,0,1080,1920,0.5731836557388306,0,699.77587890625,0.0,1079.60302734375,1480.987060546875,909.6636962890625,316.5662841796875,0.0026532739866524935,917.3917236328125,247.1455078125,0.0018112797988578677,902.4674072265625,251.47677612304688,0.0022761456202715635,927.649169921875,182.1957550048828,0.001461734063923359,903.5029907226562,190.3131866455078,0.0032686779741197824,940.31884765625,283.2578430175781,0.0034524325747042894,937.6236572265625,277.27734375,0.014049478806555271,950.471923828125,716.273193359375,0.096625417470932,958.2022705078125,711.2817993164062,0.30920711159706116,1031.088623046875,1115.56982421875,0.017700182273983955,1014.2693481445312,1093.866455078125,0.02460614964365959,984.8952026367188,495.7938232421875,0.006901072338223457,1035.3734130859375,497.7886047363281,0.017285574227571487,962.880615234375,643.25048828125,0.12566813826560974,981.4417724609375,645.0350341796875,0.2573927342891693,1018.7041625976562,1247.2518310546875,0.01640012487769127,1052.6715087890625,1220.0103759765625,0.03417930752038956
1,20260728_095912_30fps,1,2,0.03333333333333333,background,1,1,1,1,0,0,0,1080,1920,0.5623851418495178,0,694.9450073242188,0.0,1079.417236328125,1487.59228515625,907.9417724609375,318.2974548339844,0.0019128586864098907,915.464111328125,248.69485473632812,0.0015311860479414463,899.7236328125,253.9910888671875,0.002068261383101344,927.4632568359375,183.73731994628906,0.0010895576560869813,899.5274047851562,193.9991455078125,0.0026753623969852924,940.8787841796875,280.4539794921875,0.002023708075284958,938.8670654296875,275.4886779785156,0.012777748517692089,950.4797973632812,711.6175537109375,0.10988642275333405,957.0733642578125,711.3875122070312,0.4600566327571869,1037.09619140625,1133.05078125,0.01573931984603405,1022.032958984375,1117.4560546875,0.025933070108294487,985.7334594726562,561.1558227539062,0.0060849436558783054,1042.4814453125,564.1051025390625,0.019237101078033447,969.764892578125,626.2626953125,0.057754337787628174,986.0227661132812,634.0631103515625,0.16346284747123718,1014.97412109375,1246.797607421875,0.01433949638158083,1053.0089111328125,1217.1529541015625,0.03762441501021385
1,20260728_095912_30fps,2,3,0.06666666666666667,background,1,1,1,1,0,0,0,1080,1920,0.5401906967163086,0,702.5479125976562,0.0,1079.158447265625,1474.88671875,914.4869384765625,345.116943359375,0.001622518990188837,920.3973999023438,275.50579833984375,0.0014585048193112016,905.2835083007812,281.8406066894531,0.002069092122837901,932.30419921875,210.27159118652344,0.0009580982732586563,903.48974609375,223.28050231933594,0.0024364986456930637,945.4669189453125,299.5565185546875,0.0016119888750836253,945.3580322265625,294.912353515625,0.011612266302108765,951.8274536132812,709.8168334960938,0.11004644632339478,957.7723388671875,710.6236572265625,0.5178903341293335,1038.989013671875,1130.884521484375,0.014896409586071968,1021.7822265625,1120.663818359375,0.027543237432837486,986.190673828125,597.1030883789062,0.00616061594337225,1046.8326416015625,600.7225341796875,0.020617656409740448,973.1683349609375,624.1148071289062,0.04575755447149277,989.8302001953125,634.6192626953125,0.13683415949344635,1011.677490234375,1234.710693359375,0.01390162669122219,1049.28564453125,1203.826904296875,0.03680143877863884
1,20260728_095912_30fps,3,4,0.1,background,1,1,1,1,0,0,0,1080,1920,0.5049980282783508,0,693.8214111328125,0.0,1079.2030029296875,1476.066650390625,904.0810546875,310.0191650390625,0.002058853395283222,911.265625,241.48049926757812,0.0015452051302418113,897.0140991210938,246.55398559570312,0.0019408144289627671,924.5648803710938,178.19874572753906,0.0012248549610376358,899.919189453125,187.96792602539062,0.0028634092304855585,938.1945190429688,275.572998046875,0.0025872138794511557,938.7122802734375,272.0279846191406,0.012006332166492939,949.9978637695312,711.5969848632812,0.11576128005981445,957.5033569335938,710.5526123046875,0.3902464509010315,1039.4239501953125,1133.5194091796875,0.017397349700331688,1022.6365356445312,1121.475341796875,0.027544695883989334,983.0137939453125,527.6749877929688,0.006561808288097382,1041.0081787109375,531.00927734375,0.01828692853450775,968.2867431640625,633.815673828125,0.07426328957080841,985.57080078125,641.8943481445312,0.18745987117290497,1015.9022827148438,1245.952880859375,0.015274491161108017,1052.3175048828125,1219.5634765625,0.03693558648228645
1,20260728_095912_30fps,4,5,0.13333333333333333,background,1,1,1,1,0,0,0,1080,1920,0.5820351243019104,0,704.137939453125,0.0,1079.0074462890625,1469.4195556640625,899.9835205078125,317.3147277832031,0.0027638659812510014,906.198486328125,246.24600219726562,0.0020807229448109865,892.4862060546875,251.45352172851562,0.0022982771042734385,918.8538818359375,183.2530975341797,0.0019976706244051456,896.154541015625,193.72393798828125,0.00386633537709713,933.5714721679688,286.91839599609375,0.004573434125632048,936.5484619140625,284.6593017578125,0.015203328803181648,955.5064697265625,722.5216674804688,0.08980023115873337,962.0143432617188,716.590576171875,0.2633014917373657,1031.0029296875,1100.23583984375,0.015732480213046074,1012.82080078125,1080.2606201171875,0.02044758014380932,979.9879150390625,486.21600341796875,0.006703014951199293,1034.487060546875,490.13427734375,0.015423538163304329,967.3636474609375,650.8591918945312,0.12392649054527283,989.507080078125,654.8050537109375,0.24150559306144714,1018.5198974609375,1226.8280029296875,0.014450066722929478,1049.0548095703125,1201.4505615234375,0.028796004131436348
1,20260728_095912_30fps,5,6,0.16666666666666666,background,1,1,1,1,0,0,0,1080,1920,0.5328364372253418,0,699.3538818359375,0.0,1079.099365234375,1469.363037109375,899.7354125976562,315.5530700683594,0.0021586231887340546,906.8483276367188,245.03411865234375,0.0017478223890066147,891.8637084960938,250.17764282226562,0.0022085043601691723,920.5670166015625,181.62094116210938,0.0014949198812246323,894.3892822265625,191.60760498046875,0.0034005367197096348,934.3677978515625,278.3778991699219,0.002953191287815571,937.5477294921875,274.26739501953125,0.014179322868585587,950.4771728515625,714.7721557617188,0.10237449407577515,957.4744873046875,713.1952514648438,0.3890959620475769,1036.333740234375,1124.0972900390625,0.01379195973277092,1018.4859008789062,1112.7972412109375,0.023474164307117462,981.9456787109375,542.476318359375,0.006519549060612917,1043.8079833984375,545.8497314453125,0.01830865442752838,966.2341918945312,635.2335815429688,0.06705591082572937,987.0347900390625,641.0463256835938,0.16771993041038513,1014.0281982421875,1231.7061767578125,0.014385343529284,1049.9351806640625,1202.002685546875,0.03491022437810898
1,20260728_095912_30fps,6,7,0.2,background,1,1,1,1,0,0,0,1080,1920,0.26586633920669556,0,695.9315185546875,0.0,1079.267578125,1460.18017578125,893.4581909179688,298.4324951171875,0.0029876769986003637,901.2176513671875,229.17210388183594,0.001755216741003096,887.16162109375,233.44761657714844,0.0020670401863753796,918.0587158203125,168.8206787109375,0.0018171446863561869,895.4659423828125,176.87649536132812,0.004114152863621712,934.088623046875,271.795166015625,0.005256429314613342,933.3514404296875,270.55548095703125,0.014605824835598469,952.1537475585938,723.38134765625,0.08797349035739899,962.156494140625,717.666748046875,0.20746342837810516,1030.704833984375,1096.9716796875,0.017526332288980484,1014.7538452148438,1079.94384765625,0.022804316133260727,981.53125,432.67327880859375,0.007562654092907906,1031.3287353515625,435.84002685546875,0.01568853296339512,959.3931884765625,666.36767578125,0.18038196861743927,982.9364013671875,665.8156127929688,0.3015926480293274,1022.9129638671875,1239.7724609375,0.01476413942873478,1053.8653564453125,1216.55322265625,0.02646959386765957
1,20260728_095912_30fps,7,8,0.23333333333333334,background,0,0,0,0,,,,1080,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20260728_095912_30fps,8,9,0.26666666666666666,background,1,1,1,1,0,0,0,1080,1920,0.42380285263061523,0,692.9766845703125,0.0,1079.277587890625,1477.318115234375,892.55078125,310.0935974121094,0.0026575045194476843,900.2957153320312,240.3767852783203,0.0017462456598877907,886.5745849609375,244.7860565185547,0.0020002885721623898,915.398193359375,177.43048095703125,0.0015687914565205574,892.9986572265625,185.34988403320312,0.0032826007809489965,930.865478515625,275.0079345703125,0.0037132760044187307,930.8658447265625,271.531005859375,0.012778675183653831,951.1917724609375,718.10888671875,0.09573356062173843,957.7056884765625,715.44580078125,0.27714160084724426,1035.05029296875,1117.650390625,0.0173986554145813,1018.8821411132812,1104.9005126953125,0.02716519869863987,980.1976318359375,483.74517822265625,0.006839756388217211,1035.6806640625,487.062744140625,0.016376135870814323,960.6934204101562,654.166015625,0.12276504188776016,982.417724609375,655.3502197265625,0.2528555989265442,1021.0057373046875,1249.28515625,0.014926598407328129,1054.5780029296875,1224.0457763671875,0.03245750069618225
1,20260728_095912_30fps,9,10,0.3,background,1,1,1,1,0,0,0,1080,1920,0.3059175908565521,0,691.2199096679688,0.0,1079.0247802734375,1466.775634765625,888.155517578125,312.74066162109375,0.002669386798515916,895.9720458984375,244.36349487304688,0.0018426725873723626,882.4739990234375,249.01858520507812,0.002139408141374588,910.8235473632812,182.46578979492188,0.001634013606235385,888.7518310546875,190.6017608642578,0.0035171709023416042,925.75830078125,281.9036865234375,0.003797378856688738,930.224853515625,275.8323669433594,0.015219543129205704,948.6901245117188,718.3899536132812,0.11470254510641098,957.9921875,714.6806640625,0.3589370548725128,1036.85693359375,1111.208984375,0.01864972524344921,1015.8853759765625,1098.4852294921875,0.029299603775143623,978.633056640625,505.18695068359375,0.00680276844650507,1038.1510009765625,507.18695068359375,0.018244436010718346,959.7537841796875,652.1922607421875,0.09467461705207825,983.5821533203125,656.0791625976562,0.23072326183319092,1016.9461669921875,1228.175048828125,0.012741493992507458,1051.76171875,1202.493896484375,0.03200419619679451
